Customer_Name,Province,Region,Customer_Segment,Cust_id,Phone_Number,Email,Ord_id,Prod_id,Ship_id,Sales,Discount,Order_Quantity,Profit,Shipping_Cost,Product_Base_Margin,Order_ID,Order_Date,Order_Priority,Product_Category,Product_Sub_Category,Ship_Mode,Ship_Date
LINDA SOUTHWORTH,MANITOBA,PRARIE,CONSUMER,Cust_1184,+1-204-555-143,dbrobins@comcast.net,Ord_3211,Prod_1,SHP_4453,448,0.08,13,27.2,6.31,0.58,1542,14-09-2010,MEDIUM,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,16-09-2010
LINDA SOUTHWORTH,MANITOBA,PRARIE,CONSUMER,Cust_1184,+1-204-555-143,dbrobins@comcast.net,Ord_3211,Prod_2,SHP_4453,2150.25,0.06,47,586.93,3.99,0.56,1542,14-09-2010,MEDIUM,OFFICE SUPPLIES,APPLIANCES,REGULAR AIR,16-09-2010
LINDA SOUTHWORTH,MANITOBA,PRARIE,CONSUMER,Cust_1184,+1-204-555-143,dbrobins@comcast.net,Ord_3411,Prod_1,SHP_4728,601.78,0.05,44,26.44,4.51,0.59,37702,10/6/2011,NOT SPECIFIED,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,12/6/2011
LINDA SOUTHWORTH,MANITOBA,PRARIE,CONSUMER,Cust_1184,+1-204-555-143,dbrobins@comcast.net,Ord_3367,Prod_1,SHP_4667,5320.57,0.02,28,534.29,19.99,0.71,30886,12/5/2012,LOW,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,17-05-2012
TROY BLACKWELL,MANITOBA,PRARIE,HOME OFFICE,Cust_1187,+1-204-555-168,kayvonf@gmail.com,Ord_3407,Prod_1,SHP_4723,668.8,0.04,20,92.34,5.1,0.6,36932,7/7/2009,LOW,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,12/7/2009
THAIS SISSMAN,MANITOBA,PRARIE,SMALL BUSINESS,Cust_1188,204-555-0123,evans@gmail.com,Ord_3477,Prod_1,SHP_4814,1337.08,0.1,29,-953,35,0.83,50465,11/3/2011,MEDIUM,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,13-03-2011
THAIS SISSMAN,MANITOBA,PRARIE,SMALL BUSINESS,Cust_1188,204-555-0123,evans@gmail.com,Ord_3266,Prod_1,SHP_4532,329.37,0.04,21,-53.57,4.53,0.81,12451,19-04-2010,LOW,OFFICE SUPPLIES,STORAGE & ORGANIZATION,EXPRESS AIR,21-04-2010
TRACY ZIC,MANITOBA,PRARIE,CONSUMER,Cust_1190,204-555-0113,stefano@gmail.com,Ord_3265,Prod_1,SHP_4530,10330.94,0.07,25,2914.56,19.99,0.58,12196,2/6/2010,NOT SPECIFIED,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,2/6/2010
ROY SKARIA,MANITOBA,PRARIE,CORPORATE,Cust_1194,+1-204-555-123,thaljef@aol.com,Ord_3286,Prod_1,SHP_4560,7156.56,0.03,50,1871.26,19.99,0.56,16321,1/10/2009,NOT SPECIFIED,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,3/10/2009
TANJA NORVELL,MANITOBA,PRARIE,CORPORATE,Cust_1196,+1-204-555-113,irving@msn.com,Ord_3333,Prod_1,SHP_4626,1243.45,0.1,39,-1212.55,35,0.81,24544,26-01-2009,HIGH,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,27-01-2009
NICK RADFORD,MANITOBA,PRARIE,CORPORATE,Cust_1199,+1-204-555-168,roamer@icloud.com,Ord_3454,Prod_1,SHP_4788,1912.76,0.03,17,71.56,8.64,0.78,46721,13-09-2009,MEDIUM,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,14-09-2009
NICK RADFORD,MANITOBA,PRARIE,CORPORATE,Cust_1199,+1-204-555-168,roamer@icloud.com,Ord_3454,Prod_3,SHP_4788,142.94,0.03,17,-129.56,11.51,0.36,46721,13-09-2009,MEDIUM,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR,14-09-2009
NICK RADFORD,MANITOBA,PRARIE,CORPORATE,Cust_1199,+1-204-555-168,roamer@icloud.com,Ord_3454,Prod_6,SHP_4788,240.61,0.05,35,-133.12,7.91,0.37,46721,13-09-2009,MEDIUM,OFFICE SUPPLIES,PAPER,REGULAR AIR,14-09-2009
NICK RADFORD,MANITOBA,PRARIE,CORPORATE,Cust_1199,+1-204-555-168,roamer@icloud.com,Ord_3279,Prod_1,SHP_4553,6216.6,0.02,38,1082.21,19.99,0.66,15296,7/8/2012,NOT SPECIFIED,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,9/8/2012
THERESA SWINT,MANITOBA,PRARIE,CONSUMER,Cust_1200,204-555-0115,hwestiii@sbcglobal.net,Ord_2370,Prod_1,SHP_4538,431.06,0.02,33,-26.78,6.13,0.57,13540,23-05-2010,HIGH,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,23-05-2010
THERESA SWINT,MANITOBA,PRARIE,CONSUMER,Cust_1200,204-555-0115,hwestiii@sbcglobal.net,Ord_2370,Prod_7,SHP_4538,34.93,0.04,16,-0.05,0.78,0.52,13540,23-05-2010,HIGH,OFFICE SUPPLIES,RUBBER BANDS,REGULAR AIR,23-05-2010
THERESA SWINT,MANITOBA,PRARIE,CONSUMER,Cust_1200,204-555-0115,hwestiii@sbcglobal.net,Ord_2370,Prod_8,SHP_4538,259.59,0.06,31,34.79,1.99,0.49,13540,23-05-2010,HIGH,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR,23-05-2010
MAURICE SATTY,MANITOBA,PRARIE,CORPORATE,Cust_1201,204-555-0151,rcwil@outlook.com,Ord_3233,Prod_1,SHP_4484,384.74,0.01,27,2.69,5.5,0.57,5921,6/4/2009,LOW,OFFICE SUPPLIES,STORAGE & ORGANIZATION,EXPRESS AIR,13-04-2009
GARY HWANG,MANITOBA,PRARIE,HOME OFFICE,Cust_1210,+1-204-555-108,aibrahim@yahoo.ca,Ord_3318,Prod_1,SHP_4603,485.03,0.07,27,-88.02,9.47,0.59,22085,9/3/2012,LOW,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,9/3/2012
TOM ZANDUSKY,MANITOBA,PRARIE,HOME OFFICE,Cust_1219,+1-204-555-124,agapow@gmail.com,Ord_3267,Prod_1,SHP_4535,1771.67,0.09,30,338.95,9.71,0.57,12483,4/8/2010,CRITICAL,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,5/8/2010
DOUG BICKFORD,PRINCE EDWARD ISLAND,ATLANTIC,CORPORATE,Cust_122,902-555-0149,gommix@me.com,Ord_329,Prod_1,SHP_439,325.43,0.09,5,-76.11,6.88,0.73,58368,9/7/2012,HIGH,OFFICE SUPPLIES,STORAGE & ORGANIZATION,EXPRESS AIR,9/7/2012
NORA PELLETIER,MANITOBA,PRARIE,HOME OFFICE,Cust_1230,+1-204-555-184,horrocks@verizon.net,Ord_3390,Prod_1,SHP_4699,581.42,0.02,3,-129.97,19.99,0.55,34432,7/4/2009,NOT SPECIFIED,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,8/4/2009
NORA PELLETIER,MANITOBA,PRARIE,HOME OFFICE,Cust_1230,+1-204-555-184,horrocks@verizon.net,Ord_3390,Prod_12,SHP_4699,244.39,0.08,20,114.1,0.5,0.38,34432,7/4/2009,NOT SPECIFIED,OFFICE SUPPLIES,LABELS,REGULAR AIR,8/4/2009
MICHAEL OAKMAN,MANITOBA,PRARIE,SMALL BUSINESS,Cust_1233,+1-204-555-197,philen@icloud.com,Ord_3412,Prod_1,SHP_4730,6195.87,0.03,32,781.03,19.99,0.71,37794,24-03-2009,LOW,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,28-03-2009
MICHAEL OAKMAN,MANITOBA,PRARIE,SMALL BUSINESS,Cust_1233,+1-204-555-197,philen@icloud.com,Ord_3379,Prod_1,SHP_4685,66.92,0.01,5,-23.29,6.13,0.57,33285,19-01-2012,HIGH,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,20-01-2012
RACHEL PAYNE,MANITOBA,PRARIE,CONSUMER,Cust_1236,204-555-0177,geoffr@yahoo.ca,Ord_3354,Prod_1,SHP_4650,133.85,0.03,9,-5.28,4.51,0.59,28419,31-10-2009,LOW,OFFICE SUPPLIES,STORAGE & ORGANIZATION,EXPRESS AIR,4/11/2009
RICK BENSLEY,MANITOBA,PRARIE,CONSUMER,Cust_1241,204-555-0151,thowell@msn.com,Ord_3442,Prod_1,SHP_4771,528.53,0.05,43,-7.24,4.81,0.58,45571,23-09-2012,MEDIUM,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,24-09-2012
DARRIN MARTIN,MANITOBA,PRARIE,SMALL BUSINESS,Cust_1243,+1-204-555-104,aschmitz@verizon.net,Ord_3393,Prod_1,SHP_4704,565.01,0.1,44,-10.33,4.51,0.59,35045,2/4/2012,MEDIUM,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,4/4/2012
THERESA SWINT,MANITOBA,PRARIE,SMALL BUSINESS,Cust_1251,204-555-0104,alias@me.com,Ord_3475,Prod_1,SHP_4812,876.01,0.07,8,-108,8.64,0.78,50405,2/7/2011,MEDIUM,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,2/7/2011
RACHEL PAYNE,MANITOBA,PRARIE,HOME OFFICE,Cust_1253,204-555-0172,spadkins@comcast.net,Ord_3484,Prod_1,SHP_4825,4992.63,0.07,38,44.13,19.99,0.73,51652,9/4/2011,NOT SPECIFIED,OFFICE SUPPLIES,STORAGE & ORGANIZATION,EXPRESS AIR,10/4/2011
SAM CRAVEN,SASKACHEWAN,PRARIE,HOME OFFICE,Cust_1259,306-555-0151,jbuchana@gmail.com,Ord_3525,Prod_1,SHP_4883,806.37,0.01,48,-166.4,10.68,0.58,512,19-05-2011,LOW,OFFICE SUPPLIES,STORAGE & ORGANIZATION,EXPRESS AIR,21-05-2011
SAM CRAVEN,SASKACHEWAN,PRARIE,HOME OFFICE,Cust_1259,306-555-0151,jbuchana@gmail.com,Ord_3601,Prod_1,SHP_4985,1221.47,0.09,46,-233.14,13.99,0.58,39267,18-01-2010,HIGH,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,19-01-2010
MITCH WILLINGHAM,SASKACHEWAN,PRARIE,CORPORATE,Cust_1260,306-555-0170,oneiros@sbcglobal.net,Ord_3585,Prod_1,SHP_4962,3016.85,0.05,38,-967.67,35,0.81,34402,2/5/2010,HIGH,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,4/5/2010
KEN HEIDEL,SASKACHEWAN,PRARIE,CORPORATE,Cust_1263,306-555-0143,cosimo@sbcglobal.net,Ord_908,Prod_1,SHP_4912,225.47,0,14,-29.07,7.51,0.57,12355,28-05-2011,NOT SPECIFIED,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,29-05-2011
KEN HEIDEL,SASKACHEWAN,PRARIE,CORPORATE,Cust_1263,306-555-0143,cosimo@sbcglobal.net,Ord_908,Prod_6,SHP_4912,209.53,0.03,36,-81.06,5.67,0.36,12355,28-05-2011,NOT SPECIFIED,OFFICE SUPPLIES,PAPER,REGULAR AIR,29-05-2011
PATRICK RYAN,SASKACHEWAN,PRARIE,CORPORATE,Cust_1264,+1-306-555-198,juliano@gmail.com,Ord_3572,Prod_1,SHP_4945,1645.51,0.06,28,300.34,9.71,0.57,27141,4/2/2010,NOT SPECIFIED,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,5/2/2010
PATRICK RYAN,SASKACHEWAN,PRARIE,CORPORATE,Cust_1264,+1-306-555-198,juliano@gmail.com,Ord_3572,Prod_5,SHP_4945,495.8,0.03,25,107.82,6.38,0.56,27141,4/2/2010,NOT SPECIFIED,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR,5/2/2010
PATRICK RYAN,SASKACHEWAN,PRARIE,CORPORATE,Cust_1264,+1-306-555-198,juliano@gmail.com,Ord_3581,Prod_1,SHP_4958,17853.64,0.02,41,6227.33,19.99,0.58,30407,17-04-2009,LOW,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,17-04-2009
RANDY BRADLEY,SASKACHEWAN,PRARIE,SMALL BUSINESS,Cust_1265,+1-306-555-151,eabrown@icloud.com,Ord_3562,Prod_1,SHP_4932,209.3,0.01,14,7.86,4.51,0.59,23399,29-12-2010,HIGH,OFFICE SUPPLIES,STORAGE & ORGANIZATION,EXPRESS AIR,29-12-2010
WILLIAM BROWN,SASKACHEWAN,PRARIE,CORPORATE,Cust_1266,+1-306-555-170,intlprog@comcast.net,Ord_3543,Prod_1,SHP_4905,1184.11,0.07,6,-145.07,19.99,0.71,8803,20-12-2012,NOT SPECIFIED,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,21-12-2012
RICK HANSEN,SASKACHEWAN,PRARIE,CORPORATE,Cust_1267,+1-306-555-132,birddog@msn.com,Ord_3577,Prod_1,SHP_4951,587.92,0.09,35,-7.92,6.25,0.58,28742,29-04-2012,LOW,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,29-04-2012
ASHLEY JARBOE,SASKACHEWAN,PRARIE,SMALL BUSINESS,Cust_1272,306-555-0146,dhrakar@att.net,Ord_3579,Prod_1,SHP_4956,94.99,0.06,13,-106.29,9.69,0.83,29152,23-07-2011,LOW,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,23-07-2011
RANDY BRADLEY,SASKACHEWAN,PRARIE,CORPORATE,Cust_1273,306-555-0152,ateniese@gmail.com,Ord_3549,Prod_1,SHP_4915,195.12,0,14,-6.32,4.51,0.59,14978,27-05-2010,CRITICAL,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,28-05-2010
BRIAN MOSS,SASKACHEWAN,PRARIE,CORPORATE,Cust_1285,306-555-0153,kimvette@verizon.net,Ord_3666,Prod_1,SHP_5081,467.4,0.01,19,-851.09,53.03,0.78,28256,23-02-2009,HIGH,OFFICE SUPPLIES,STORAGE & ORGANIZATION,DELIVERY TRUCK,23-02-2009
BRIAN MOSS,SASKACHEWAN,PRARIE,CORPORATE,Cust_1285,306-555-0153,kimvette@verizon.net,Ord_3685,Prod_1,SHP_5110,546.4,0.1,39,-138.82,4.53,0.81,47232,17-08-2010,NOT SPECIFIED,OFFICE SUPPLIES,STORAGE & ORGANIZATION,EXPRESS AIR,19-08-2010
BRIAN MOSS,SASKACHEWAN,PRARIE,CORPORATE,Cust_1285,306-555-0153,kimvette@verizon.net,Ord_3672,Prod_1,SHP_5089,741.49,0.08,8,-360.18,35,,31876,7/5/2011,HIGH,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,8/5/2011
MICHELLE MORAY,SASKACHEWAN,PRARIE,CORPORATE,Cust_1287,306-555-0129,kingma@optonline.net,Ord_3693,Prod_1,SHP_5118,96.03,0.1,6,-59.39,11.25,0.6,56099,5/10/2010,LOW,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,12/10/2010
MICHELLE MORAY,SASKACHEWAN,PRARIE,CORPORATE,Cust_1287,306-555-0129,kingma@optonline.net,Ord_3693,Prod_2,SHP_5118,122.35,0.02,11,-13.55,3.99,0.58,56099,5/10/2010,LOW,OFFICE SUPPLIES,APPLIANCES,REGULAR AIR,12/10/2010
MARIBETH YEDWAB,SASKACHEWAN,PRARIE,HOME OFFICE,Cust_1290,+1-306-555-125,dkeeler@att.net,Ord_3691,Prod_1,SHP_5116,380.28,0.08,30,-20.58,4.51,0.59,54786,11/1/2012,NOT SPECIFIED,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,13-01-2012
CINDY SCHNELLING,SASKACHEWAN,PRARIE,CORPORATE,Cust_1291,+1-306-555-153,choset@live.com,Ord_3657,Prod_1,SHP_5069,1030.09,0.09,40,-568.71,19.99,0.67,20549,12/1/2009,NOT SPECIFIED,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,13-01-2009
MARK VAN HUFF,SASKACHEWAN,PRARIE,HOME OFFICE,Cust_1295,306-555-0167,pakaste@aol.com,Ord_3683,Prod_1,SHP_5108,12723.95,0.08,47,11.54,35,0.8,44646,4/1/2012,LOW,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,8/1/2012
MARK HAMILTON,SASKACHEWAN,PRARIE,HOME OFFICE,Cust_1297,306-555-0187,scotfl@msn.com,Ord_3682,Prod_1,SHP_5106,364.69,0.06,22,-22.4,6.25,0.58,41956,12/12/2011,MEDIUM,OFFICE SUPPLIES,STORAGE & ORGANIZATION,EXPRESS AIR,13-12-2011
CHUCK MAGEE,SASKACHEWAN,PRARIE,CORPORATE,Cust_1298,306-555-0164,dhrakar@yahoo.com,Ord_3689,Prod_1,SHP_5114,3500.49,0.09,32,230.64,8.64,0.78,52419,18-09-2012,HIGH,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,19-09-2012
ANDY REITER,SASKACHEWAN,PRARIE,CORPORATE,Cust_1307,306-555-0157,arnold@mac.com,Ord_3713,Prod_1,SHP_5145,27.83,0.09,2,-22.14,9.45,0.6,13543,8/8/2012,MEDIUM,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,8/8/2012
NICK CREBASSA,SASKACHEWAN,PRARIE,CORPORATE,Cust_1310,306-555-0159,redingtn@mac.com,Ord_3738,Prod_1,SHP_5185,841.51,0.05,49,20.86,6.25,0.58,45767,10/7/2012,HIGH,OFFICE SUPPLIES,STORAGE & ORGANIZATION,EXPRESS AIR,12/7/2012
CARL WEISS,SASKACHEWAN,PRARIE,CONSUMER,Cust_1317,+1-306-555-190,spadkins@me.com,Ord_3755,Prod_1,SHP_5211,7017.42,0.08,50,595.2,19.99,0.73,5350,9/10/2010,LOW,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,16-10-2010
JACK O'BRIANT,SASKACHEWAN,PRARIE,CONSUMER,Cust_1318,306-555-0196,scitext@msn.com,Ord_3756,Prod_1,SHP_5213,651.45,0.07,39,-160.56,9.47,0.59,11777,25-12-2009,LOW,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,1/1/2010
JUSTIN ELLISON,SASKACHEWAN,PRARIE,HOME OFFICE,Cust_1320,306-555-0111,comdig@verizon.net,Ord_3766,Prod_1,SHP_5225,15655.24,0.09,38,4818.29,19.99,0.58,20704,10/2/2010,LOW,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,15-02-2010
JUSTIN ELLISON,SASKACHEWAN,PRARIE,HOME OFFICE,Cust_1320,306-555-0111,comdig@verizon.net,Ord_3766,Prod_12,SHP_5225,16.48,0.06,5,-0.33,0.99,0.37,20704,10/2/2010,LOW,OFFICE SUPPLIES,LABELS,REGULAR AIR,15-02-2010
JACK O'BRIANT,SASKACHEWAN,PRARIE,SMALL BUSINESS,Cust_1323,306-555-0186,rgiersig@mac.com,Ord_3792,Prod_1,SHP_5261,636.34,0.08,42,-99.26,4.53,0.81,48900,22-03-2009,NOT SPECIFIED,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,23-03-2009
JACK O'BRIANT,SASKACHEWAN,PRARIE,HOME OFFICE,Cust_1324,+1-306-555-196,jbuchana@live.com,Ord_3780,Prod_1,SHP_5246,486.63,0.03,44,-146.37,7.46,0.59,35040,18-04-2012,NOT SPECIFIED,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,21-04-2012
JONATHAN DOHERTY,SASKACHEWAN,PRARIE,CORPORATE,Cust_1329,+1-306-555-186,bwcarty@mac.com,Ord_3886,Prod_1,SHP_5388,138.88,0.05,12,-23.99,5.03,0.59,33731,8/10/2012,HIGH,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,10/10/2012
JONATHAN DOHERTY,SASKACHEWAN,PRARIE,CORPORATE,Cust_1329,+1-306-555-186,bwcarty@mac.com,Ord_3829,Prod_1,SHP_5309,502.44,0.04,31,-363.44,17.78,0.59,9473,11/10/2012,NOT SPECIFIED,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,13-10-2012
JONATHAN DOHERTY,SASKACHEWAN,PRARIE,CORPORATE,Cust_1329,+1-306-555-186,bwcarty@mac.com,Ord_3829,Prod_3,SHP_5309,31.95,0.1,3,-23.69,8.94,0.4,9473,11/10/2012,NOT SPECIFIED,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR,13-10-2012
JONATHAN DOHERTY,SASKACHEWAN,PRARIE,CORPORATE,Cust_1329,+1-306-555-186,bwcarty@mac.com,Ord_3823,Prod_1,SHP_5301,303.69,0.05,20,-50.84,7.69,0.57,6339,11/12/2012,CRITICAL,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,12/12/2012
JONATHAN DOHERTY,SASKACHEWAN,PRARIE,CORPORATE,Cust_1329,+1-306-555-186,bwcarty@mac.com,Ord_3924,Prod_1,SHP_5451,112.79,0.06,3,-95.39,53.03,0.78,52678,29-07-2012,HIGH,OFFICE SUPPLIES,STORAGE & ORGANIZATION,DELIVERY TRUCK,31-07-2012
MAXWELL SCHWARTZ,SASKACHEWAN,PRARIE,CORPORATE,Cust_1334,306-555-0136,jonas@comcast.net,Ord_3922,Prod_1,SHP_5449,377.03,0.06,6,-78.82,6.88,0.73,52197,4/8/2012,CRITICAL,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,6/8/2012
NEIL KNUDSON,SASKACHEWAN,PRARIE,CORPORATE,Cust_1336,+1-306-555-161,yxing@yahoo.com,Ord_3826,Prod_1,SHP_5304,2796.67,0.01,50,801.04,5.08,0.59,7941,23-03-2012,LOW,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,30-03-2012
LYCORIS SAUNDERS,SASKACHEWAN,PRARIE,HOME OFFICE,Cust_1338,+1-306-555-168,tokuhirom@outlook.com,Ord_3888,Prod_1,SHP_5391,1192.93,0.07,3,-434.81,19.99,0.58,34849,12/10/2010,CRITICAL,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,13-10-2010
LYCORIS SAUNDERS,SASKACHEWAN,PRARIE,HOME OFFICE,Cust_1338,+1-306-555-168,tokuhirom@outlook.com,Ord_3888,Prod_6,SHP_5391,100.13,0.08,22,19.77,1.52,0.36,34849,12/10/2010,CRITICAL,OFFICE SUPPLIES,PAPER,REGULAR AIR,13-10-2010
DENNIS PARDUE,SASKACHEWAN,PRARIE,CORPORATE,Cust_1340,+1-306-555-136,dialworld@yahoo.com,Ord_3926,Prod_1,SHP_5455,1609.69,0.04,4,-281.17,19.99,0.58,56423,25-12-2011,NOT SPECIFIED,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,26-12-2011
NEIL KNUDSON,SASKACHEWAN,PRARIE,HOME OFFICE,Cust_1342,306-555-0103,nweaver@me.com,Ord_3936,Prod_1,SHP_5466,597.04,0.05,35,-157.42,7.04,0.81,59205,31-10-2011,CRITICAL,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,2/11/2011
NEIL KNUDSON,SASKACHEWAN,PRARIE,HOME OFFICE,Cust_1342,306-555-0103,nweaver@me.com,Ord_3936,Prod_12,SHP_5466,54.59,0,11,-47.18,6.89,0.39,59205,31-10-2011,CRITICAL,OFFICE SUPPLIES,LABELS,REGULAR AIR,2/11/2011
MARYBETH SKACH,SASKACHEWAN,PRARIE,HOME OFFICE,Cust_1344,306-555-0172,danneng@live.com,Ord_3836,Prod_1,SHP_5319,626.96,0,39,-35.92,7.69,0.57,13988,1/8/2012,NOT SPECIFIED,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,2/8/2012
MARYBETH SKACH,SASKACHEWAN,PRARIE,HOME OFFICE,Cust_1344,306-555-0172,danneng@live.com,Ord_3836,Prod_5,SHP_5319,180.27,0.01,34,-59.71,5.32,0.41,13988,1/8/2012,NOT SPECIFIED,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR,2/8/2012
RICK WILSON,SASKACHEWAN,PRARIE,CORPORATE,Cust_1345,306-555-0126,emcleod@me.com,Ord_3855,Prod_1,SHP_5345,267.43,0.07,22,-45.98,6.13,0.57,19974,3/11/2010,HIGH,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,5/11/2010
LINDSAY CASTELL,SASKACHEWAN,PRARIE,CORPORATE,Cust_1349,+1-306-555-154,sinkou@sbcglobal.net,Ord_3871,Prod_1,SHP_5365,7168.15,0.05,18,1593.61,19.99,0.58,28512,27-04-2010,MEDIUM,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,29-04-2010
LINDSAY CASTELL,SASKACHEWAN,PRARIE,CORPORATE,Cust_1349,+1-306-555-154,sinkou@sbcglobal.net,Ord_3871,Prod_6,SHP_5365,185.59,0.1,10,12.01,5.77,0.38,28512,27-04-2010,MEDIUM,OFFICE SUPPLIES,PAPER,REGULAR AIR,29-04-2010
GUY ARMSTRONG,PRINCE EDWARD ISLAND,ATLANTIC,CORPORATE,Cust_135,+1-902-555-163,mcnihil@verizon.net,Ord_372,Prod_1,SHP_499,744.12,0.01,33,-1163.21,45,0.61,15139,19-11-2009,HIGH,OFFICE SUPPLIES,STORAGE & ORGANIZATION,DELIVERY TRUCK,19-11-2009
LIZ PELLETIER,SASKACHEWAN,PRARIE,HOME OFFICE,Cust_1350,+1-306-555-172,janusfury@live.com,Ord_3921,Prod_1,SHP_5447,606.91,0.09,29,-271.77,11.52,0.83,51554,26-03-2009,MEDIUM,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,27-03-2009
PAUL STEVENSON,SASKACHEWAN,PRARIE,CORPORATE,Cust_1352,+1-306-555-133,jeteve@me.com,Ord_3877,Prod_1,SHP_5373,540.64,0.02,38,13.89,5.5,0.57,31330,1/6/2010,HIGH,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,2/6/2010
PAUL STEVENSON,SASKACHEWAN,PRARIE,CORPORATE,Cust_1352,+1-306-555-133,jeteve@me.com,Ord_3877,Prod_13,SHP_5373,13.5,0.04,2,-7.9,1.67,0.51,31330,1/6/2010,HIGH,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR,2/6/2010
PAUL STEVENSON,SASKACHEWAN,PRARIE,CORPORATE,Cust_1352,+1-306-555-133,jeteve@me.com,Ord_3915,Prod_1,SHP_5433,7647.97,0.05,47,-1014.01,35,0.85,48868,13-06-2012,NOT SPECIFIED,OFFICE SUPPLIES,STORAGE & ORGANIZATION,EXPRESS AIR,15-06-2012
JENNIFER BRAXTON,PRINCE EDWARD ISLAND,ATLANTIC,SMALL BUSINESS,Cust_136,+1-902-555-189,scarolan@outlook.com,Ord_439,Prod_1,SHP_587,18.73,0.05,1,-6.68,6.13,0.57,40835,24-11-2009,HIGH,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,25-11-2009
JENNIFER BRAXTON,PRINCE EDWARD ISLAND,ATLANTIC,SMALL BUSINESS,Cust_136,+1-902-555-189,scarolan@outlook.com,Ord_346,Prod_1,SHP_461,1634.98,0.09,12,-120.45,19.99,0.73,2339,14-12-2010,LOW,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,16-12-2010
